"","code_muni","code_muni2","MUNICIPIO","UF"
"2820",314950,"3149507","Pequeri","MG"
"2821",314960,"3149606","Pequi","MG"
"2822",314970,"3149705","Perdigão","MG"
"2823",314980,"3149804","Perdizes","MG"
"2824",314990,"3149903","Perdões","MG"
"2825",314995,"3149952","Periquito","MG"
"2826",315000,"3150000","Pescador","MG"
"2827",315010,"3150109","Piau","MG"
"2828",315015,"3150158","Piedade de Caratinga","MG"
"2829",315020,"3150208","Piedade de Ponte Nova","MG"
"2830",315030,"3150307","Piedade do Rio Grande","MG"
"2831",315040,"3150406","Piedade dos Gerais","MG"
"2832",315050,"3150505","Pimenta","MG"
"2833",315053,"3150539","Pingo-D'Água","MG"
"2834",315057,"3150570","Pintópolis","MG"
"2835",315060,"3150604","Piracema","MG"
"2836",315070,"3150703","Pirajuba","MG"
"2837",315080,"3150802","Piranga","MG"
"2838",315090,"3150901","Piranguçu","MG"
"2839",315100,"3151008","Piranguinho","MG"
"2840",315110,"3151107","Pirapetinga","MG"
"2841",315120,"3151206","Pirapora","MG"
"2842",315130,"3151305","Piraúba","MG"
"2843",315140,"3151404","Pitangui","MG"
"2844",315150,"3151503","Piumhi","MG"
"2845",315160,"3151602","Planura","MG"
"2846",315170,"3151701","Poço Fundo","MG"
"2847",315180,"3151800","Poços de Caldas","MG"
"2848",315190,"3151909","Pocrane","MG"
"2849",315200,"3152006","Pompéu","MG"
"2850",315210,"3152105","Ponte Nova","MG"
"2851",315213,"3152131","Ponto Chique","MG"
"2852",315217,"3152170","Ponto dos Volantes","MG"
"2853",315220,"3152204","Porteirinha","MG"
"2854",315230,"3152303","Porto Firme","MG"
"2855",315240,"3152402","Poté","MG"
"2856",315250,"3152501","Pouso Alegre","MG"
"2857",315260,"3152600","Pouso Alto","MG"
"2858",315270,"3152709","Prados","MG"
"2859",315280,"3152808","Prata","MG"
"2860",315290,"3152907","Pratápolis","MG"
"2861",315300,"3153004","Pratinha","MG"
"2862",315310,"3153103","Presidente Bernardes","MG"
"2863",315320,"3153202","Presidente Juscelino","MG"
"2864",315330,"3153301","Presidente Kubitschek","MG"
"2865",315340,"3153400","Presidente Olegário","MG"
"2866",315350,"3153509","Alto Jequitibá","MG"
"2867",315360,"3153608","Prudente de Morais","MG"
"2868",315370,"3153707","Quartel Geral","MG"
"2869",315380,"3153806","Queluzito","MG"
"2870",315390,"3153905","Raposos","MG"
"2871",315400,"3154002","Raul Soares","MG"
"2872",315410,"3154101","Recreio","MG"
"2873",315415,"3154150","Reduto","MG"
"2874",315420,"3154200","Resende Costa","MG"
"2875",315430,"3154309","Resplendor","MG"
"2876",315440,"3154408","Ressaquinha","MG"
"2877",315445,"3154457","Riachinho","MG"
"2878",315450,"3154507","Riacho dos Machados","MG"
"2879",315460,"3154606","Ribeirão das Neves","MG"
"2880",315470,"3154705","Ribeirão Vermelho","MG"
"2881",315480,"3154804","Rio Acima","MG"
"2882",315490,"3154903","Rio Casca","MG"
"2883",315500,"3155009","Rio Doce","MG"
"2884",315510,"3155108","Rio do Prado","MG"
"2885",315520,"3155207","Rio Espera","MG"
"2886",315530,"3155306","Rio Manso","MG"
"2887",315540,"3155405","Rio Novo","MG"
"2888",315550,"3155504","Rio Paranaíba","MG"
"2889",315560,"3155603","Rio Pardo de Minas","MG"
"2890",315570,"3155702","Rio Piracicaba","MG"
"2891",315580,"3155801","Rio Pomba","MG"
"2892",315590,"3155900","Rio Preto","MG"
"2893",315600,"3156007","Rio Vermelho","MG"
"2894",315610,"3156106","Ritápolis","MG"
"2895",315620,"3156205","Rochedo de Minas","MG"
"2896",315630,"3156304","Rodeiro","MG"
"2897",315640,"3156403","Romaria","MG"
"2898",315645,"3156452","Rosário da Limeira","MG"
"2899",315650,"3156502","Rubelita","MG"
"2900",315660,"3156601","Rubim","MG"
"2901",315670,"3156700","Sabará","MG"
"2902",315680,"3156809","Sabinópolis","MG"
"2903",315690,"3156908","Sacramento","MG"
"2904",315700,"3157005","Salinas","MG"
"2905",315710,"3157104","Salto da Divisa","MG"
"2906",315720,"3157203","Santa Bárbara","MG"
"2907",315725,"3157252","Santa Bárbara do Leste","MG"
"2908",315727,"3157278","Santa Bárbara do Monte Verde","MG"
"2909",315730,"3157302","Santa Bárbara do Tugúrio","MG"
"2910",315733,"3157336","Santa Cruz de Minas","MG"
"2911",315737,"3157377","Santa Cruz de Salinas","MG"
"2912",315740,"3157401","Santa Cruz do Escalvado","MG"
"2913",315750,"3157500","Santa Efigênia de Minas","MG"
"2914",315760,"3157609","Santa Fé de Minas","MG"
"2915",315765,"3157658","Santa Helena de Minas","MG"
"2916",315770,"3157708","Santa Juliana","MG"
"2917",315780,"3157807","Santa Luzia","MG"
"2918",315790,"3157906","Santa Margarida","MG"
"2919",315800,"3158003","Santa Maria de Itabira","MG"
"2920",315810,"3158102","Santa Maria do Salto","MG"
"2921",315820,"3158201","Santa Maria do Suaçuí","MG"
"2922",315830,"3158300","Santana da Vargem","MG"
"2923",315840,"3158409","Santana de Cataguases","MG"
"2924",315850,"3158508","Santana de Pirapama","MG"
"2925",315860,"3158607","Santana do Deserto","MG"
"2926",315870,"3158706","Santana do Garambéu","MG"
"2927",315880,"3158805","Santana do Jacaré","MG"
"2928",315890,"3158904","Santana do Manhuaçu","MG"
"2929",315895,"3158953","Santana do Paraíso","MG"
"2930",315900,"3159001","Santana do Riacho","MG"
"2931",315910,"3159100","Santana dos Montes","MG"
"2932",315920,"3159209","Santa Rita de Caldas","MG"
"2933",315930,"3159308","Santa Rita de Jacutinga","MG"
"2934",315935,"3159357","Santa Rita de Minas","MG"
"2935",315940,"3159407","Santa Rita de Ibitipoca","MG"
"2936",315950,"3159506","Santa Rita do Itueto","MG"
"2937",315960,"3159605","Santa Rita do Sapucaí","MG"
"2938",315970,"3159704","Santa Rosa da Serra","MG"
"2939",315980,"3159803","Santa Vitória","MG"
"2940",315990,"3159902","Santo Antônio do Amparo","MG"
"2941",316000,"3160009","Santo Antônio do Aventureiro","MG"
"2942",316010,"3160108","Santo Antônio do Grama","MG"
"2943",316020,"3160207","Santo Antônio do Itambé","MG"
"2944",316030,"3160306","Santo Antônio do Jacinto","MG"
"2945",316040,"3160405","Santo Antônio do Monte","MG"
"2946",316045,"3160454","Santo Antônio do Retiro","MG"
"2947",316050,"3160504","Santo Antônio do Rio Abaixo","MG"
"2948",316060,"3160603","Santo Hipólito","MG"
"2949",316070,"3160702","Santos Dumont","MG"
"2950",316080,"3160801","São Bento Abade","MG"
"2951",316090,"3160900","São Brás do Suaçuí","MG"
"2952",316095,"3160959","São Domingos das Dores","MG"
"2953",316100,"3161007","São Domingos do Prata","MG"
"2954",316105,"3161056","São Félix de Minas","MG"
"2955",316110,"3161106","São Francisco","MG"
"2956",316120,"3161205","São Francisco de Paula","MG"
"2957",316130,"3161304","São Francisco de Sales","MG"
"2958",316140,"3161403","São Francisco do Glória","MG"
"2959",316150,"3161502","São Geraldo","MG"
"2960",316160,"3161601","São Geraldo da Piedade","MG"
"2961",316165,"3161650","São Geraldo do Baixio","MG"
"2962",316170,"3161700","São Gonçalo do Abaeté","MG"
"2963",316180,"3161809","São Gonçalo do Pará","MG"
"2964",316190,"3161908","São Gonçalo do Rio Abaixo","MG"
"2965",316200,"3162005","São Gonçalo do Sapucaí","MG"
"2966",316210,"3162104","São Gotardo","MG"
"2967",316220,"3162203","São João Batista do Glória","MG"
"2968",316225,"3162252","São João da Lagoa","MG"
"2969",316230,"3162302","São João da Mata","MG"
"2970",316240,"3162401","São João da Ponte","MG"
"2971",316245,"3162450","São João das Missões","MG"
"2972",316250,"3162500","São João Del Rei","MG"
"2973",316255,"3162559","São João do Manhuaçu","MG"
"2974",316257,"3162575","São João do Manteninha","MG"
"2975",316260,"3162609","São João do Oriente","MG"
"2976",316265,"3162658","São João do Pacuí","MG"
"2977",316270,"3162708","São João do Paraíso","MG"
"2978",316280,"3162807","São João Evangelista","MG"
"2979",316290,"3162906","São João Nepomuceno","MG"
"2980",316292,"3162922","São Joaquim de Bicas","MG"
"2981",316294,"3162948","São José da Barra","MG"
"2982",316295,"3162955","São José da Lapa","MG"
"2983",316300,"3163003","São José da Safira","MG"
"2984",316310,"3163102","São José da Varginha","MG"
"2985",316320,"3163201","São José do Alegre","MG"
"2986",316330,"3163300","São José do Divino","MG"
"2987",316340,"3163409","São José do Goiabal","MG"
"2988",316350,"3163508","São José do Jacuri","MG"
"2989",316360,"3163607","São José do Mantimento","MG"
"2990",316370,"3163706","São Lourenço","MG"
"2991",316380,"3163805","São Miguel do Anta","MG"
"2992",316390,"3163904","São Pedro da União","MG"
"2993",316400,"3164001","São Pedro dos Ferros","MG"
"2994",316410,"3164100","São Pedro do Suaçuí","MG"
"2995",316420,"3164209","São Romão","MG"
"2996",316430,"3164308","São Roque de Minas","MG"
"2997",316440,"3164407","São Sebastião da Bela Vista","MG"
"2998",316443,"3164431","São Sebastião da Vargem Alegre","MG"
"2999",316447,"3164472","São Sebastião do Anta","MG"
"3000",316450,"3164506","São Sebastião do Maranhão","MG"
"3001",316460,"3164605","São Sebastião do Oeste","MG"
"3002",316470,"3164704","São Sebastião do Paraíso","MG"
"3003",316480,"3164803","São Sebastião do Rio Preto","MG"
"3004",316490,"3164902","São Sebastião do Rio Verde","MG"
"3005",316500,"3165008","São Tiago","MG"
"3006",316510,"3165107","São Tomás de Aquino","MG"
"3007",316520,"3165206","São Thomé das Letras","MG"
"3008",316530,"3165305","São Vicente de Minas","MG"
"3009",316540,"3165404","Sapucaí-Mirim","MG"
"3010",316550,"3165503","Sardoá","MG"
"3011",316553,"3165537","Sarzedo","MG"
"3012",316555,"3165552","Setubinha","MG"
"3013",316556,"3165560","Sem-Peixe","MG"
"3014",316557,"3165578","Senador Amaral","MG"
"3015",316560,"3165602","Senador Cortes","MG"
"3016",316570,"3165701","Senador Firmino","MG"
"3017",316580,"3165800","Senador José Bento","MG"
"3018",316590,"3165909","Senador Modestino Gonçalves","MG"
"3019",316600,"3166006","Senhora de Oliveira","MG"
"3020",316610,"3166105","Senhora do Porto","MG"
"3021",316620,"3166204","Senhora dos Remédios","MG"
"3022",316630,"3166303","Sericita","MG"
"3023",316640,"3166402","Seritinga","MG"
"3024",316650,"3166501","Serra Azul de Minas","MG"
"3025",316660,"3166600","Serra da Saudade","MG"
"3026",316670,"3166709","Serra dos Aimorés","MG"
"3027",316680,"3166808","Serra do Salitre","MG"
"3028",316690,"3166907","Serrania","MG"
"3029",316695,"3166956","Serranópolis de Minas","MG"
"3030",316700,"3167004","Serranos","MG"
"3031",316710,"3167103","Serro","MG"
"3032",316720,"3167202","Sete Lagoas","MG"
"3033",316730,"3167301","Silveirânia","MG"
"3034",316740,"3167400","Silvianópolis","MG"
"3035",316750,"3167509","Simão Pereira","MG"
"3036",316760,"3167608","Simonésia","MG"
"3037",316770,"3167707","Sobrália","MG"
"3038",316780,"3167806","Soledade de Minas","MG"
"3039",316790,"3167905","Tabuleiro","MG"
"3040",316800,"3168002","Taiobeiras","MG"
"3041",316805,"3168051","Taparuba","MG"
"3042",316810,"3168101","Tapira","MG"
"3043",316820,"3168200","Tapiraí","MG"
"3044",316830,"3168309","Taquaraçu de Minas","MG"
"3045",316840,"3168408","Tarumirim","MG"
"3046",316850,"3168507","Teixeiras","MG"
"3047",316860,"3168606","Teófilo Otoni","MG"
"3048",316870,"3168705","Timóteo","MG"
"3049",316880,"3168804","Tiradentes","MG"
"3050",316890,"3168903","Tiros","MG"
"3051",316900,"3169000","Tocantins","MG"
"3052",316905,"3169059","Tocos do Moji","MG"
"3053",316910,"3169109","Toledo","MG"
"3054",316920,"3169208","Tombos","MG"
"3055",316930,"3169307","Três Corações","MG"
"3056",316935,"3169356","Três Marias","MG"
"3057",316940,"3169406","Três Pontas","MG"
"3058",316950,"3169505","Tumiritinga","MG"
"3059",316960,"3169604","Tupaciguara","MG"
"3060",316970,"3169703","Turmalina","MG"
"3061",316980,"3169802","Turvolândia","MG"
"3062",316990,"3169901","Ubá","MG"
"3063",317000,"3170008","Ubaí","MG"
"3064",317005,"3170057","Ubaporanga","MG"
"3065",317010,"3170107","Uberaba","MG"
"3066",317020,"3170206","Uberlândia","MG"
"3067",317030,"3170305","Umburatiba","MG"
"3068",317040,"3170404","Unaí","MG"
"3069",317043,"3170438","União de Minas","MG"
"3070",317047,"3170479","Uruana de Minas","MG"
"3071",317050,"3170503","Urucânia","MG"
"3072",317052,"3170529","Urucuia","MG"
"3073",317057,"3170578","Vargem Alegre","MG"
"3074",317060,"3170602","Vargem Bonita","MG"
"3075",317065,"3170651","Vargem Grande do Rio Pardo","MG"
"3076",317070,"3170701","Varginha","MG"
"3077",317075,"3170750","Varjão de Minas","MG"
"3078",317080,"3170800","Várzea da Palma","MG"
"3079",317090,"3170909","Varzelândia","MG"
"3080",317100,"3171006","Vazante","MG"
"3081",317103,"3171030","Verdelândia","MG"
"3082",317107,"3171071","Veredinha","MG"
"3083",317110,"3171105","Veríssimo","MG"
"3084",317115,"3171154","Vermelho Novo","MG"
"3085",317120,"3171204","Vespasiano","MG"
"3086",317130,"3171303","Viçosa","MG"
"3087",317140,"3171402","Vieiras","MG"
"3088",317150,"3171501","Mathias Lobato","MG"
"3089",317160,"3171600","Virgem da Lapa","MG"
"3090",317170,"3171709","Virgínia","MG"
"3091",317180,"3171808","Virginópolis","MG"
"3092",317190,"3171907","Virgolândia","MG"
"3093",317200,"3172004","Visconde do Rio Branco","MG"
"3094",317210,"3172103","Volta Grande","MG"
"3095",317220,"3172202","Wenceslau Braz","MG"
"3096",320010,"3200102","Afonso Cláudio","ES"
"3097",320013,"3200136","Águia Branca","ES"
"3098",320016,"3200169","Água Doce do Norte","ES"
"3099",320020,"3200201","Alegre","ES"
"3100",320030,"3200300","Alfredo Chaves","ES"
"3101",320035,"3200359","Alto Rio Novo","ES"
"3102",320040,"3200409","Anchieta","ES"
"3103",320050,"3200508","Apiacá","ES"
"3104",320060,"3200607","Aracruz","ES"
"3105",320070,"3200706","Atilio Vivacqua","ES"
"3106",320080,"3200805","Baixo Guandu","ES"
"3107",320090,"3200904","Barra de São Francisco","ES"
"3108",320100,"3201001","Boa Esperança","ES"
"3109",320110,"3201100","Bom Jesus do Norte","ES"
"3110",320115,"3201159","Brejetuba","ES"
"3111",320120,"3201209","Cachoeiro de Itapemirim","ES"
"3112",320130,"3201308","Cariacica","ES"
"3113",320140,"3201407","Castelo","ES"
"3114",320150,"3201506","Colatina","ES"
"3115",320160,"3201605","Conceição da Barra","ES"
"3116",320170,"3201704","Conceição do Castelo","ES"
"3117",320180,"3201803","Divino de São Lourenço","ES"
"3118",320190,"3201902","Domingos Martins","ES"
"3119",320200,"3202009","Dores do Rio Preto","ES"
"3120",320210,"3202108","Ecoporanga","ES"
"3121",320220,"3202207","Fundão","ES"
"3122",320225,"3202256","Governador Lindenberg","ES"
"3123",320230,"3202306","Guaçuí","ES"
"3124",320240,"3202405","Guarapari","ES"
"3125",320245,"3202454","Ibatiba","ES"
"3126",320250,"3202504","Ibiraçu","ES"
"3127",320255,"3202553","Ibitirama","ES"
"3128",320260,"3202603","Iconha","ES"
"3129",320265,"3202652","Irupi","ES"
"3130",320270,"3202702","Itaguaçu","ES"
"3131",320280,"3202801","Itapemirim","ES"
"3132",320290,"3202900","Itarana","ES"
"3133",320300,"3203007","Iúna","ES"
"3134",320305,"3203056","Jaguaré","ES"
"3135",320310,"3203106","Jerônimo Monteiro","ES"
"3136",320313,"3203130","João Neiva","ES"
"3137",320316,"3203163","Laranja da Terra","ES"
"3138",320320,"3203205","Linhares","ES"
"3139",320330,"3203304","Mantenópolis","ES"
"3140",320332,"3203320","Marataízes","ES"
"3141",320334,"3203346","Marechal Floriano","ES"
"3142",320335,"3203353","Marilândia","ES"
"3143",320340,"3203403","Mimoso do Sul","ES"
"3144",320350,"3203502","Montanha","ES"
"3145",320360,"3203601","Mucurici","ES"
"3146",320370,"3203700","Muniz Freire","ES"
"3147",320380,"3203809","Muqui","ES"
"3148",320390,"3203908","Nova Venécia","ES"
"3149",320400,"3204005","Pancas","ES"
"3150",320405,"3204054","Pedro Canário","ES"
"3151",320410,"3204104","Pinheiros","ES"
"3152",320420,"3204203","Piúma","ES"
"3153",320425,"3204252","Ponto Belo","ES"
"3154",320430,"3204302","Presidente Kennedy","ES"
"3155",320435,"3204351","Rio Bananal","ES"
"3156",320440,"3204401","Rio Novo do Sul","ES"
"3157",320450,"3204500","Santa Leopoldina","ES"
"3158",320455,"3204559","Santa Maria de Jetibá","ES"
"3159",320460,"3204609","Santa Teresa","ES"
"3160",320465,"3204658","São Domingos do Norte","ES"
"3161",320470,"3204708","São Gabriel da Palha","ES"
"3162",320480,"3204807","São José do Calçado","ES"
"3163",320490,"3204906","São Mateus","ES"
"3164",320495,"3204955","São Roque do Canaã","ES"
"3165",320500,"3205002","Serra","ES"
"3166",320501,"3205010","Sooretama","ES"
"3167",320503,"3205036","Vargem Alta","ES"
"3168",320506,"3205069","Venda Nova do Imigrante","ES"
"3169",320510,"3205101","Viana","ES"
"3170",320515,"3205150","Vila Pavão","ES"
"3171",320517,"3205176","Vila Valério","ES"
"3172",320520,"3205200","Vila Velha","ES"
"3173",320530,"3205309","Vitória","ES"
"3174",330010,"3300100","Angra dos Reis","RJ"
"3175",330015,"3300159","Aperibé","RJ"
"3176",330020,"3300209","Araruama","RJ"
"3177",330022,"3300225","Areal","RJ"
"3178",330023,"3300233","Armação dos Búzios","RJ"
"3179",330025,"3300258","Arraial do Cabo","RJ"
"3180",330030,"3300308","Barra do Piraí","RJ"
"3181",330040,"3300407","Barra Mansa","RJ"
"3182",330045,"3300456","Belford Roxo","RJ"
"3183",330050,"3300506","Bom Jardim","RJ"
"3184",330060,"3300605","Bom Jesus do Itabapoana","RJ"
"3185",330070,"3300704","Cabo Frio","RJ"
"3186",330080,"3300803","Cachoeiras de Macacu","RJ"
"3187",330090,"3300902","Cambuci","RJ"
"3188",330093,"3300936","Carapebus","RJ"
"3189",330095,"3300951","Comendador Levy Gasparian","RJ"
"3190",330100,"3301009","Campos dos Goytacazes","RJ"
"3191",330110,"3301108","Cantagalo","RJ"
"3192",330115,"3301157","Cardoso Moreira","RJ"
"3193",330120,"3301207","Carmo","RJ"
"3194",330130,"3301306","Casimiro de Abreu","RJ"
"3195",330140,"3301405","Conceição de Macabu","RJ"
"3196",330150,"3301504","Cordeiro","RJ"
"3197",330160,"3301603","Duas Barras","RJ"
"3198",330170,"3301702","Duque de Caxias","RJ"
"3199",330180,"3301801","Engenheiro Paulo de Frontin","RJ"
"3200",330185,"3301850","Guapimirim","RJ"
"3201",330187,"3301876","Iguaba Grande","RJ"
"3202",330190,"3301900","Itaboraí","RJ"
"3203",330200,"3302007","Itaguaí","RJ"
"3204",330205,"3302056","Italva","RJ"
"3205",330210,"3302106","Itaocara","RJ"
"3206",330220,"3302205","Itaperuna","RJ"
"3207",330225,"3302254","Itatiaia","RJ"
"3208",330227,"3302270","Japeri","RJ"
"3209",330230,"3302304","Laje do Muriaé","RJ"
"3210",330240,"3302403","Macaé","RJ"
"3211",330245,"3302452","Macuco","RJ"
"3212",330250,"3302502","Magé","RJ"
"3213",330260,"3302601","Mangaratiba","RJ"
"3214",330270,"3302700","Maricá","RJ"
"3215",330280,"3302809","Mendes","RJ"
"3216",330285,"3302858","Mesquita","RJ"
"3217",330290,"3302908","Miguel Pereira","RJ"
"3218",330300,"3303005","Miracema","RJ"
"3219",330310,"3303104","Natividade","RJ"
"3220",330320,"3303203","Nilópolis","RJ"
"3221",330330,"3303302","Niterói","RJ"
"3222",330340,"3303401","Nova Friburgo","RJ"
"3223",330350,"3303500","Nova Iguaçu","RJ"
"3224",330360,"3303609","Paracambi","RJ"
"3225",330370,"3303708","Paraíba do Sul","RJ"
"3226",330380,"3303807","Paraty","RJ"
"3227",330385,"3303856","Paty do Alferes","RJ"
"3228",330390,"3303906","Petrópolis","RJ"
"3229",330395,"3303955","Pinheiral","RJ"
"3230",330400,"3304003","Piraí","RJ"
"3231",330410,"3304102","Porciúncula","RJ"
"3232",330411,"3304110","Porto Real","RJ"
"3233",330412,"3304128","Quatis","RJ"
"3234",330414,"3304144","Queimados","RJ"
"3235",330415,"3304151","Quissamã","RJ"
"3236",330420,"3304201","Resende","RJ"
"3237",330430,"3304300","Rio Bonito","RJ"
"3238",330440,"3304409","Rio Claro","RJ"
"3239",330450,"3304508","Rio das Flores","RJ"
"3240",330452,"3304524","Rio das Ostras","RJ"
"3241",330455,"3304557","Rio de Janeiro","RJ"
"3242",330460,"3304607","Santa Maria Madalena","RJ"
"3243",330470,"3304706","Santo Antônio de Pádua","RJ"
"3244",330475,"3304755","São Francisco de Itabapoana","RJ"
"3245",330480,"3304805","São Fidélis","RJ"
"3246",330490,"3304904","São Gonçalo","RJ"
"3247",330500,"3305000","São João da Barra","RJ"
"3248",330510,"3305109","São João de Meriti","RJ"
"3249",330513,"3305133","São José de Ubá","RJ"
"3250",330515,"3305158","São José do Vale do Rio Preto","RJ"
"3251",330520,"3305208","São Pedro da Aldeia","RJ"
"3252",330530,"3305307","São Sebastião do Alto","RJ"
"3253",330540,"3305406","Sapucaia","RJ"
"3254",330550,"3305505","Saquarema","RJ"
"3255",330555,"3305554","Seropédica","RJ"
"3256",330560,"3305604","Silva Jardim","RJ"
"3257",330570,"3305703","Sumidouro","RJ"
"3258",330575,"3305752","Tanguá","RJ"
"3259",330580,"3305802","Teresópolis","RJ"
"3260",330590,"3305901","Trajano de Moraes","RJ"
"3261",330600,"3306008","Três Rios","RJ"
"3262",330610,"3306107","Valença","RJ"
"3263",330615,"3306156","Varre-Sai","RJ"
"3264",330620,"3306206","Vassouras","RJ"
"3265",330630,"3306305","Volta Redonda","RJ"
"3266",350010,"3500105","Adamantina","SP"
"3267",350020,"3500204","Adolfo","SP"
"3268",350030,"3500303","Aguaí","SP"
"3269",350040,"3500402","Águas da Prata","SP"
"3270",350050,"3500501","Águas de Lindóia","SP"
"3271",350055,"3500550","Águas de Santa Bárbara","SP"
"3272",350060,"3500600","Águas de São Pedro","SP"
"3273",350070,"3500709","Agudos","SP"
"3274",350075,"3500758","Alambari","SP"
"3275",350080,"3500808","Alfredo Marcondes","SP"
"3276",350090,"3500907","Altair","SP"
"3277",350100,"3501004","Altinópolis","SP"
"3278",350110,"3501103","Alto Alegre","SP"
"3279",350115,"3501152","Alumínio","SP"
"3280",350120,"3501202","Álvares Florence","SP"
"3281",350130,"3501301","Álvares Machado","SP"
"3282",350140,"3501400","Álvaro de Carvalho","SP"
"3283",350150,"3501509","Alvinlândia","SP"
"3284",350160,"3501608","Americana","SP"
"3285",350170,"3501707","Américo Brasiliense","SP"
"3286",350180,"3501806","Américo de Campos","SP"
"3287",350190,"3501905","Amparo","SP"
"3288",350200,"3502002","Analândia","SP"
"3289",350210,"3502101","Andradina","SP"
"3290",350220,"3502200","Angatuba","SP"
"3291",350230,"3502309","Anhembi","SP"
"3292",350240,"3502408","Anhumas","SP"
"3293",350250,"3502507","Aparecida","SP"
"3294",350260,"3502606","Aparecida D'Oeste","SP"
"3295",350270,"3502705","Apiaí","SP"
"3296",350275,"3502754","Araçariguama","SP"
"3297",350280,"3502804","Araçatuba","SP"
"3298",350290,"3502903","Araçoiaba da Serra","SP"
"3299",350300,"3503000","Aramina","SP"
"3300",350310,"3503109","Arandu","SP"
"3301",350315,"3503158","Arapeí","SP"
"3302",350320,"3503208","Araraquara","SP"
"3303",350330,"3503307","Araras","SP"
"3304",350335,"3503356","Arco-Íris","SP"
"3305",350340,"3503406","Arealva","SP"
"3306",350350,"3503505","Areias","SP"
"3307",350360,"3503604","Areiópolis","SP"
"3308",350370,"3503703","Ariranha","SP"
"3309",350380,"3503802","Artur Nogueira","SP"
"3310",350390,"3503901","Arujá","SP"
"3311",350395,"3503950","Aspásia","SP"
"3312",350400,"3504008","Assis","SP"
"3313",350410,"3504107","Atibaia","SP"
"3314",350420,"3504206","Auriflama","SP"
"3315",350430,"3504305","Avaí","SP"
"3316",350440,"3504404","Avanhandava","SP"
"3317",350450,"3504503","Avaré","SP"
"3318",350460,"3504602","Bady Bassitt","SP"
"3319",350470,"3504701","Balbinos","SP"
"3320",350480,"3504800","Bálsamo","SP"
"3321",350490,"3504909","Bananal","SP"
"3322",350500,"3505005","Barão de Antonina","SP"
"3323",350510,"3505104","Barbosa","SP"
"3324",350520,"3505203","Bariri","SP"
"3325",350530,"3505302","Barra Bonita","SP"
"3326",350535,"3505351","Barra do Chapéu","SP"
"3327",350540,"3505401","Barra do Turvo","SP"
"3328",350550,"3505500","Barretos","SP"
"3329",350560,"3505609","Barrinha","SP"
"3330",350570,"3505708","Barueri","SP"
"3331",350580,"3505807","Bastos","SP"
"3332",350590,"3505906","Batatais","SP"
"3333",350600,"3506003","Bauru","SP"
"3334",350610,"3506102","Bebedouro","SP"
"3335",350620,"3506201","Bento de Abreu","SP"
"3336",350630,"3506300","Bernardino de Campos","SP"
"3337",350635,"3506359","Bertioga","SP"
"3338",350640,"3506409","Bilac","SP"
"3339",350650,"3506508","Birigui","SP"
"3340",350660,"3506607","Biritiba-Mirim","SP"
"3341",350670,"3506706","Boa Esperança do Sul","SP"
"3342",350680,"3506805","Bocaina","SP"
"3343",350690,"3506904","Bofete","SP"
"3344",350700,"3507001","Boituva","SP"
"3345",350710,"3507100","Bom Jesus dos Perdões","SP"
"3346",350715,"3507159","Bom Sucesso de Itararé","SP"
"3347",350720,"3507209","Borá","SP"
"3348",350730,"3507308","Boracéia","SP"
"3349",350740,"3507407","Borborema","SP"
"3350",350745,"3507456","Borebi","SP"
"3351",350750,"3507506","Botucatu","SP"
"3352",350760,"3507605","Bragança Paulista","SP"
"3353",350770,"3507704","Braúna","SP"
"3354",350775,"3507753","Brejo Alegre","SP"
"3355",350780,"3507803","Brodowski","SP"
"3356",350790,"3507902","Brotas","SP"
"3357",350800,"3508009","Buri","SP"
"3358",350810,"3508108","Buritama","SP"
"3359",350820,"3508207","Buritizal","SP"
"3360",350830,"3508306","Cabrália Paulista","SP"
"3361",350840,"3508405","Cabreúva","SP"
"3362",350850,"3508504","Caçapava","SP"
"3363",350860,"3508603","Cachoeira Paulista","SP"
"3364",350870,"3508702","Caconde","SP"
"3365",350880,"3508801","Cafelândia","SP"
"3366",350890,"3508900","Caiabu","SP"
"3367",350900,"3509007","Caieiras","SP"
"3368",350910,"3509106","Caiuá","SP"
"3369",350920,"3509205","Cajamar","SP"
"3370",350925,"3509254","Cajati","SP"
"3371",350930,"3509304","Cajobi","SP"
"3372",350940,"3509403","Cajuru","SP"
"3373",350945,"3509452","Campina do Monte Alegre","SP"
"3374",350950,"3509502","Campinas","SP"
"3375",350960,"3509601","Campo Limpo Paulista","SP"
"3376",350970,"3509700","Campos do Jordão","SP"
"3377",350980,"3509809","Campos Novos Paulista","SP"
"3378",350990,"3509908","Cananéia","SP"
"3379",350995,"3509957","Canas","SP"
"3380",351000,"3510005","Cândido Mota","SP"
"3381",351010,"3510104","Cândido Rodrigues","SP"
"3382",351015,"3510153","Canitar","SP"
"3383",351020,"3510203","Capão Bonito","SP"
"3384",351030,"3510302","Capela do Alto","SP"
"3385",351040,"3510401","Capivari","SP"
"3386",351050,"3510500","Caraguatatuba","SP"
"3387",351060,"3510609","Carapicuíba","SP"
"3388",351070,"3510708","Cardoso","SP"
"3389",351080,"3510807","Casa Branca","SP"
"3390",351090,"3510906","Cássia dos Coqueiros","SP"
"3391",351100,"3511003","Castilho","SP"
"3392",351110,"3511102","Catanduva","SP"
"3393",351120,"3511201","Catiguá","SP"
"3394",351130,"3511300","Cedral","SP"
"3395",351140,"3511409","Cerqueira César","SP"
"3396",351150,"3511508","Cerquilho","SP"
